Tweet	Runnynose
こんなに激しい頭痛は久し振りだ。早く帰りたい。	0
本格的な風邪のせいで、いつもは完璧だと言われる仕事が今一だと言われる始末で最悪だよ。	0
咳を抑えるのは手洗いが一番だわ	0
英語で下痢ってなんていうのだ？	0
わざとらしい咳ってリアルで見るとむかつくよね	0
ネパールに旅行行ったら下痢になっちまったー	0
なんか鼻風邪ひいたっぽい	1
わざとらしい咳をして笑いそうになるのをごまかすとか、漫画だけの話だと思ってた	0
咳が出るときはエチケットを守ってほしいよね。	0
鳥インフルエンザのニュースを見た。感染した疑いがあるアヒルやニワトリ３２万羽を処分したとのこと。危機管理しっかりしているよね。	0
熱はあるけど問題ない。今日の飲み会は絶対行くんだ。	0
インフル治りかけだからまだ外出できないな。	0
わざとらしい咳がうるさい	0
まさか、この俺が花粉症になるなんて・・・。	1
最近疲れると咳がとまらないし、胸も痛い。大丈夫かな？	0
甲高い女性の声を聴くだけで、頭痛が酷くなる。頼むから声落としてくれないかな。	0
サッカーの決勝戦前に下痢になったとか笑うしかない	0
花粉症つらい。檜なんて絶滅すればいいのに・・・	1
ところで音楽を聴くと頭痛がひどくなる。	0
君がスペイン行ってる間、俺は風邪ひいてたけどな！	0
スマホケースが熱で溶けた・・・	0
わざとらしい咳をする上司って最悪。	0
インフルにかかった奴にお土産渡す	0
問題は、巫女さんが熱でたらしく、そこにいないってことなんだよなあ	0
花粉症再発、こんなつらいの久し振りだ	1
大人になっておたふく風邪やって死にかけました	0
朝やばい頭痛に襲われてから体がだるくてしょうがない	0
花粉症が再発してつらいよ	1
娘がずっと鼻水出してる。熱はないんだけどなー。	1
兄がインフルエンザにかかった！みんなも気を付けて！	0
風邪で薬のんだけど、なんか鼻水だけ止まらない。	1
ソロソロ頭痛さんは帰宅する時間でないか？	0
保育園での集団生活。今は下痢が流行中。	0
風邪を治す薬って開発されているのかな？	0
朝下痢止まらなくて仕事行けないかと思った	0
咳するだけでも疲れる体力のなさ	0
まとめブログ読んでたけど、犬も鼻風邪引くんだな。写真載ってた。	0
妻の鼻水がひどかったから風邪かと思って病院に行かせたら、花粉症だったらしい。	1
風邪でだるいしぼーっとするし最悪	0
秋でも花粉症の患者さんはいるみたいだし	0
頭痛だが強力な薬を飲みマスクもきつく装着完了し俺はデート行きます。	0
スペイン風邪とおたふく風邪の違いを教えてくれ	0
花粉症治ったかと思ってたけど今年から再発したみたい	1
激しい運動をしたからか、頭痛もあるし体もだるいし、今日はお風呂入らないで寝る。	0
ネパール人て下痢なる？	0
海外で下痢になって、でも英語が話せなくて詰んだことがある。	0
リンパマッサージ行ったら熱出てきた	0
風邪って病気に入らないよね。	0
３歳の娘が風邪だが、おたふくじゃないかと不安。	0
起朝ごはん食べてからお腹の具合がやばい。下痢かも	0
こんなに遅い時間なのに、地面が熱を持っている。	0
インフルエンザの検査に行く。	0
ニュースで見たデング熱、怖すぎる	0
妻が花粉症で毎年春は大変だなあと思って見ています。	1
娘の熱と鼻水がひどい	1
旅行に行ったら、土産にインフルもらってきた。	0
今年も鳥インフルエンザがあったのか。	0
頭痛は久しぶりだ。さっさと帰る。	0
咳がやっと止まってきたよー。よかった	0
鼻水が少し垂れてきただけで会社を休む、俺の妻。	1
インフルエンザだよ、いやな季節だね	0
スペイン風邪調べたけどやばいな	0
この熱って感染と関係ないといいけど。	0
爆笑したら危うく下痢が出るところだった。危なかった。	0
頭痛で体全体がとてもだるい。	0
嫁が熱出して寝込んでるから、弁当でも買って帰ってやるかな。	0
眠くてだるくて参った。風邪だ、最悪だ。頭痛っぽい。	0
朝起きると下痢がひどくて会社休んだ。	0
頭痛が治らないのは苦痛でしかない。原因が分からないから対策もできなくて辛い。	0
花粉症って秋の方がつらい気がする。	0
咳を抑える薬買わなきゃ。	0
鼻水が本を読み始めると垂れて来るんだよね。	1
風邪ひいちゃったから、行けるかどうか微妙だな。	0
インフルの奴って沢山居るよな	0
嫁の熱が移って仲良く休むことに、とほほ。	0
リンパが腫れて高熱出た	0
仕事中に下痢になるのだけは勘弁。	0
来春を見通して花粉症対策のアイテムを買った。	0
スペイン風邪って１億人くらい死んだらしいね、すごい。	0
花粉症、今年は万全の対策する。	0
鼻づまり解消には我が家の犬と戯れるといいよ。	1
遂に花粉症になってしまった。	1
無事インフルから回復しました。	0
咳で胸ヒューヒュー言ってるわ	0
周りに咳してる人が多いときはいつも以上に手洗いを徹底しないと。	0
昨日も下痢、今日も下痢、何時も下痢	0
あまりにも咳がひどくてわざとらしい咳だと言われたがこちらは高熱で大変なのです。	0
わざとらしい咳をするなよ	0
スペイン風邪って大変みたい、誰かのブログで読んだ。	0
インフルになってしまった、体調管理大事。	0
そろそろ起きる時間だ。寒いから布団から出たくないし下痢とか最悪。	0
なんか鼻づまりで、息が苦しい。	1
咳がいつ止まるのか不安。	0
頭痛がひどくなってきたからとっとと帰るに尽きる	0
なんか今日の給食変な味がしたので集団で下痢とかなったら怖いよー。誰か助けて。	0
花粉症対策で訪れる患者の数が増えている。	0
インフルエンザのかかりやすさって性によってちがうのかな。うちでは女性陣だけ罹患した。	0
こんなに激しい頭痛久し振りだぜ	0
咳しすぎて腹筋痛いし、ちょい血痰が混じるようになったしそろそろ俺やばい。	0
ところで頭痛はおさまったの？	0
下痢やばい学校間に合わん	0
咳がひどい上に痰が混じってきた、明日病院行かなきゃ	0
鼻づまり解消法をだれか教えて！	1
旅先で祖母に下痢の症状があり、薬局で英語が通じなかったのもいい思い出だ。	0
インフルにかかった。爆笑。	0
鼻づまり解消ブログ書いたから読んでくれると嬉しい	0
わざとらしい咳しやがって。	0
鼻づまりで今日は休むわー	1
今日は下痢で何も食えないし寒いしやばい。	0
どんなに科学が発達しても風邪や病気はなくならないだろう。	0
弟は、鼻水に熱。嫁は熱とお腹くだし。最悪だ！	1
来春の花粉症少ない見通しだって！助かる！	0
ネパールの旅行中に生水を飲んだら下痢をした。	0
咳がひどいので疲れる。	0
とてつもない腹痛で朝起きる時は大体下痢なんだよね	0
咳をしすぎて腹筋が痛い。まったく治まる気配がないからそろそろ病院に行かないとやばいかも。	0
熱が下がっても登園できないときはテレビばかり見せてしまう。	0
ブログには高熱が出て痰も出ると書いていた。	0
最悪だ・・・。絶対コレ風邪だ。	0
毎年インフルの予防ワクチンの接種受ける気がしない	0
鼻風邪は犬も食わないってさ。	1
風邪つらい。熱が上がってきてるよ。解熱剤が欲しい。	0
咳がでるときはマスクをするのがエチケットだよね。	0
咳が止まらないので、手洗いをわざとらしいくらいにやってみた。	0
激しい頭痛がする。こんなの久し振りだ。	0
鼻風邪に加えて頭痛も酷くなってきたし、いよいよ限界の感じがある。	1
朝から問題発生しています。娘が熱あるけどまだあきらめないよ、お母さんは。	0
手洗いうがいで咳をしないようにしよ！	0
やっと鼻水止まるわ。	1
君の風邪には、昆布茶をどうぞ！	0
痰と血が混じっていて、もうダメかもしれない	0
花粉症に効果のあるお茶もらったよ。	1
咳、のど、風邪に症状！そして、高熱	0
まさか妻の花粉症が再発するとは！	1
花粉症からまさかの微熱。	1
花粉症は久し振りだって、ホントかなー	1
最近よくお腹が痛いよ。下痢とまらないし。	0
花粉症対策、マスクと眼鏡だけは必ずやってる。	1
今日も今日とて下痢で御座います	0
季節の変わり目は毎年熱出してる気がする。	0
花粉症対策をそろそろ始めるぜよ。	0
風邪くらいで休めると思うなよ	0
うちのクラス、集団で下痢事件	0
咳がひどいと腹筋が痛くなるし疲れる。	0
携帯が熱をもっている。熱いよ。	0
昨晩ついにインフル発症してしまった。	0
咳にはマスクがエチケット。	0
隣に住むゆとり世代の女性が、ブログに咳をして高熱でうなされてる写真を投稿してるよ。	0
朝から頭痛でやばい。	0
最悪だ。これから大切な会議なのに、風邪引いて頭がぼーっとする。	0
兄がやっとインフルから回復した。	0
さっき帰ってから頭痛が。風呂に入るのもだるい。	0
皆の花粉症対策教えてください。	0
下痢で腹痛くて起きちった	0
ちょっと、ちょっと、ちょっと。やばい、下痢？	0
どうやら鳥インフルエンザが流行っているらしい。	0
痰がひどいので、薬を飲んだよ。	0
本格的に風邪をひいたらしく、完璧に参ってしまった。	0
犬でも鼻風邪ってなるのかな。	0
朝寒いからかなあ、やばい、下痢した。	0
きつい装着で頭痛がしてきた。	0
僕はいつも咳の症状が出てから高熱が出る	0
下痢かも、なにが毒のもの食べたかなぁ。	0
来春こそ花粉症に効果がある療法を見つけたいよ。	0
風邪ひいて鼻水が止まるよう薬飲んだよ。	1
頭痛でだるいからもうやだよー。	0
インフルのワクチンが不足してるって	0
下痢で小学生の頃を思い出す	0
まさか花粉症になるとは思わなかった。	1
昨晩インフルにかかったかとおもった。	0
犬と戯れてたら鼻水が出てきたぜ	1
やばい。いま仕事中なのに下痢で漏れそう。	0
高熱でもよく眠れる薬って何？	0
寒いせいか朝から下痢がやばい！	0
今回風邪ひいたのは家族の中で私が最初だった。	0
やばい、鼻水が止まらない。	1
風邪で頭がぼーっとしてきた。	0
来春の飛散量はすごいので、花粉症の俺には大変だ。	0
まるで花粉症のときのように鼻水が止まらない。	1
今日も下痢で御座る。会社行きたくない。	0
インフルのワクチンまだ打ってないわ、どうしよう	0
まさか花粉症になった？つらい	1
昔、ひどい下痢になった事を思い出した	0
インフルエンザのワクチンって性機能強化にもつながるらしい・・・	0
インフル流行ってる季節になったねぇ	0
英語で下痢ってなんていうの？	0
花粉症のせいで常にしんどい。ぼーっとして先輩の名前を間違えるという失態を犯してしまった。	1
知ってる人少ないかもだけど、秋にも花粉症あるから！	0
インフルっぽい症状だから検査したらばっちりインフルだった。	0
宇宙について考えると頭痛がする	0
下痢に負けずサッカーをした。	0
咳も痰もひどいし、熱っぽいし、体調も微妙だ。	0
花粉症対策でめがねをかけよ	1
鼻水が止まる薬がほしい。	1
兄ちゃんのせいでインフルうつった。	0
なんかインフル流行ってるけど、鳥も季節で流行るのかな？まだワクチンできてないから殺処分？もう結構話題になってから経ってるのに、めっちゃ御粗末だよねー。	0
集団食中毒で下痢になったー。	0
まさか中国で花粉症になるとは思わなかったな。	0
熱が出て首の辺りが腫れてる。	0
兄と同じ部活が一緒の人が昨晩からインフルになってしまったらしい。	0
まさか私も花粉症デビュー・・・	1
頭も痛いし痰もひどい。完全に風邪だ。	0
花粉症で目と喉が痛む	1
来春は花粉症デビューの予感	0
リンパが腫れているなと思っていたら、熱が出てきた。	0
インフルエンザになって外出できません！	0
朝眠いし起きれない時に、体温計擦って熱あることにすれば風邪って思われて絶対休めるしバレないし完璧だわ。	0
今日で一週間、まだ熱が下がらないんだけど。	0
うちで働いてる女性が、高熱で休むとわざとらしい咳をしながら電話してきたんだけどブログで遊園地に行ってるって書いてて笑った。	0
咳が治まるよう薬を飲んだよー、治ればいいな。	0
この時期に風邪にかかるなんて最悪だ	0
おたふく風邪って大変なの？大人がかかった場合。どうぞどなたか教えてください。	0
今朝起きたら下痢で、ホントやばい。お腹、痛い。寒い。	0
インフルエンザの多さに危機感を感じます。	0
頭痛が苦痛、無痛はいつ？	0
頭痛対策の薬もらったけど全然効かない。	0
頭痛がひどくてまじ授業が苦痛だよ	0
熱が出て、こりゃインフル感染か。	0
握手した人がインフルになったんだけど、移るのかな？	0
長風呂したら頭痛なおった！リラックス大事だな〜	0
最近急に東京涼しくなったからか、風邪ひいて熱。	0
風邪を引いたのは今年最初だ。強い解熱ができる薬ないかなぁ。	0
昨日から頭痛が酷くなってきている。早退して今夜は早めに寝るか。	0
風邪で鼻づまりがひどい。	1
頭痛には対策が必要だ！	0
東京には熱がこもりやすいから節電しちゃだめ！	0
弟は熱がありリンパも腫れるしお腹も痛いらしい。	0
熱があるから涼しいとこに行きたいー	0
風邪で頭がぼーっとしてる。だるい！	0
だるいし熱っぽいし風邪だから忘年会欠席しようとしたら無理やり出席させられた。	0
サッカーの試合観戦のため、ネパールに行っている間中下痢に苦しんだ。	0
ゆとりのやつって、すぐ咳してごまかすよね。	0
咳を手でおさえるくらいのエチケットもないのかよ	0
まるで花粉症のように鼻水が止まらない。	1
咳がひどくて声が出ないよ	0
頭痛の対策ってあるのかね？	0
犬がでてくる物語が好きすぎて、どうしても感動してしまう。このシーンとか無理だ、鼻水がとまらないよ。	0
テストの日に風邪を引いた。最悪だー。	0
兄がインフルエンザの症状から回復した矢先に今度は私がインフルに感染してしまった。	0
鳥インフルエンザはずさんな管理でなるわけじゃないみたいだ。	0
昨晩からインフルエンザっぽい症状出てるんだよね。	0
鼻づまりが止まる気配なし！やばい。	1
東京では自動車やエアコンから排出される熱が暑さを助長している。	0
薬飲んだら鼻水鼻づまり、ピタッと止まった。	1
お風呂にはいったら頭痛が軽くなった。	0
携帯見てたんだけど、東京の神社では巫女さんのアルバイトを募集してるね。去年より少ないけど。熱が出ると応募できないから養生しなきゃね。	0
頭痛が酷いので帰らせていただきます。	0
痰に血が混じるのはやばいんだっけ？	0
鼻水止まらない！やばい！	1
痰が詰まって思ったのがうがいって本当に大事だ。	0
リンパ腫れて熱出てきた。明日仕事行けるか微妙だな。	0
寒気とだるさと頭ぼーっとする。風邪かなこりゃ・・・。	0
まさかの花粉症に、自分でも驚いてます。	1
ネパール料理を食べた後にしっかり手を洗わないと下痢になるらしいね。	0
インフルの検査しなきゃだー	0
花粉症に効果があると言うものは、全部試したけど。	1
頭痛がひどいとき、宇宙と交信できる気がする。	0
今日起きると下痢になっていた。やばい。	0
なんか鼻風邪っぽいけど今日のバイト休もうか迷う。	1
最近下痢っぽくてつらい。子供の頃を思い出した。	0
下痢とはちょっと違う症状なんだよな。	0
土産にインフル置いていくとか勘弁して。	0
今日の朝から鼻水止まらん	1
今年の風邪は熱が出るってニュースでやってたー。	0
鼻水が止まらない。頭がぼーっとして頭痛もしてきた。そんな時は風邪薬より頭痛薬のほうがなんか効くんだよね。	1
テレビのニュースで携帯が熱もってるとやばいって見た。	0
やばい、お腹が痛いと思ったら下痢だ。	0
風邪で体がだるくてぼーっとする。	0
兄がインフルエンザにかかってしまいました。	0
頭痛ひどすぎて帰りたい	0
最近軽い頭痛が慢性的に起こってる。	0
最近下痢ばかり続くのだけど、これはやばいよね？	0
中国で鳥インフルエンザが確認されたとさっきテレビで言ってたよ。	0
咳ぐらいで済んでるうちに対処するのが大事だよね	0
花粉症で微熱で、疲れる	1
鼻水とか鼻血とか他人の体液に触れるのは生理的に無理だな。	0
風邪が治らないので、明日のブログの更新は延期します。すみません！	0
一日中頭痛がひどくてきつい	0
鼻づまりとともに頭痛がきて学校休むわ	1
あの子の鼻づまりの声が大好きだ。	0
おたふく風邪って、風邪以上だよね？	0
鼻水、鼻づまりがやばい。薬を飲んでるのに鼻風邪には効かないらしく今日は休むことにした。	1
熱が下がらないから、今日行けるか微妙だ。	0
ブログに咳についてのエチケット記事を書いた。	0
熱が出た！やっぱり巫女さんのバイトの服装は涼しすぎたかな。	0
この季節、咳や痰には悩まされるよね。手洗い、うがいは大事だよ。	0
熱が高いから何かに感染したかなぁ	0
アトピーの療法は花粉症にも効果あるらしいよ	0
だるいし、頭痛だし、早く帰宅したい。	0
咳が出るならマスクするのがエチケットだろ	0
痰抑える薬がまずくて小一時間格闘してる・・・	0
本格的に風邪を引いたようなので、身体を休めます	0
少ない熱であれば問題ないという勝手な自己判断が正しいのか。	0
何時もお腹痛いってトイレに行ってるけど、下痢をしてるわけじゃないよ。	0
お風呂で温まると収まる頭痛と悪化する頭痛があるんだって。	0
熱もあるし鼻水も出るしお腹も微妙だ。	1
熱くらいで休むとみんなになんか言われるからなあ。	0
下痢で仕事に集中できない。	0
おたふく風邪って、感染力強い？	0
スペインでおたふく風邪が流行っているそうで、どうぞお大事に！	0
寒気するわ、風邪じゃないかな	0
これはまさか・・・花粉症というやつでは・・・	1
風邪でもおたふくでもどちらも大変だ！	0
熱に効く弁当のおかずって何だろう。	0
激しい頭痛だけど、医者に断られた	0
秋にも花粉症ってあるんだ。	0
なんか今日は風邪引いたのか、鼻づまりがすごい。	1
頭痛もするし、寒気もするし。どうやら風邪ひいたみたい。	0
朝から頭痛がやばいから風呂に入って寝る事にする。	0
インフルワクチン注射したのに	0
中国で鳥インフルエンザが流行ってるって本当かな？	0
だるいし頭痛がひどいしで早めに帰宅中。	0
最近仕事がきつい。夕方になると頭痛がするよ。	0
風邪ひいて頭が痛いから、どこかぼーっと出来るような休める場所があったらいいのに。あぁ、最悪だ。	0
秋だから花粉症の対策する人少なくない？	0
鈴木君からもらった解熱剤が効きすぎてすごい、風邪速攻でなおった	0
鳥インフルにインフルエンザのワクチンが有効か調べる。	0
風邪は病気に入らないらしい。大変だ。	0
誰かー、花粉症の良い療法知りませんかー？	1
熱がまだ下がらない。	0
秋の花粉症は少ないからあんまりわかってもらえなくてつらい。	1
犬が鼻水垂らしてるしゃしん送られてきた。	0
痰がでるときは特に手洗いとうがいをしようよ。	0
女性の咳っていろんなパターンあるよね。	0
インフルエンザって、かかっても手術とかすることはないよね？	0
インフルエンザっていつ回復すんの？	0
早くも花粉症に疲れている妻であった。	1
咳で腹筋が痛いってさ。相手するの疲れるわ	0
子供の頃の写真でてきたんだけど俺ほとんどの写真で鼻水たらしてる。どうなってんだ。	0
田中君が風邪をひいて何日も学校を休んでいる。普段病気に強い彼なのに珍しいな。	0
さっき頭痛がしたので帰ることにします。	0
おたふく風邪っぽい症状が出てるんですけど・・・・・・	0
鼻づまりだけでも解消したい。	1
マスクしてる人が多いけど、そろそろインフルエンザの季節か。	0
風邪とおたふくは全然違いますから！	0
またインフルの季節がきた	0
咳をしすぎると疲れるし、頭も痛くなってきたっぽいんだよね。全然治まらないし、最悪。	0
電車で隣に座ってる女性がずっと咳してる。マスクマスク	0
海外だとすぐ下痢するから、日本のありがたさが身にしみる。	0
朝から下痢でテンション下がるー。	0
下痢が止まらなかったあの日を思い出す	0
熱が出て無理して仕事行ったらひどくなった。病院行ったら来るのが遅いと怒られた。	0
彼が高熱でうなされて寝言と咳がすごい・・・	0
昨晩熱をはかったときは３６度だったが、今日はかったら３８度で、まだインフル治ってないっぽい。	0
生姜湯を飲んでいれば咳が止まるっぽい。	0
普通は咳するとき口を手で抑えるだろ？	0
空港から搬送された例の患者、デング熱に感染してたらしいよ。今朝、東京に帰って来たんだって。厚労省が発表してたの、テレビのニュースで見た！	0
痰が出なくなってきたから治ったっぽいぞ！	0
インフルかと思って病院行ったけど、検査したら違ったよ。	0
下痢の英単語の例文がおもしろすぎる！こんなの笑うわ！	0
秋にも花粉症があるらしい。	0
痰は道に吐いちゃダメだよ。それはエチケットだから。	0
寒気すると思ったら完全に風邪ひいたわ。	0
巫女さんを見るとテンションが上がりすぎて熱がでる。	0
花粉症で頭がぼんやりして疲れる。	1
花粉症対策しなければ！	1
ゆとりは咳するときのエチケットも知らないからゆとりだ	0
早く鼻づまり解消されないかな・・・。	1
アトピー患者って花粉症になりやすいの？	0
鼻風邪くらいなら薬で治るさ。	1
インフルエンザで昨晩は死ぬほど辛い思いをした。	0
風邪をひいたらしく寒気がするしだるい。	0
花粉症の対策に体を温めるのは有効らしいよ。	0
インフルエンザの季節だね	0
今日は朝から下痢がひどい。	0
大事なテスト前のこのタイミングで風邪とか。最悪だ。	0
感染症は熱を持ってるとさっきニュースで見た。	0
弁当の熱がだいぶありびっくりしたよ。	0
パソコンの使いすぎで頭痛が起きたから対策メガネを装着して見た。ましになるといいな	0
まさかの花粉症再発。	1
痰っぽいものが目から溢れ出す	0
花粉症対策にファスティングしてみよう。	1
小説を翻訳してたら頭痛してきた。	0
鳥インフルまたかよ。	0
下痢が酷いので今日仕事休みます。	0
鼻水が止まらない、今日の写真撮影は無理だ。	1
まとめブログで紹介されてた風邪に効果がある解熱剤買ったわ。最新科学の成果で開発されたらしい。	0
下痢をすると思い出すのは、紙がなかったトイレのこと。	0
ひどいときは熱が下がっても咳は一週間以上止まらないんだよね	0
風邪で眠いけどドリンク飲んだので完璧だ	0
アトピーや花粉症の患者には効果的だ。	0
熱はどの季節がいちばんつらい？	0
熱が出た。何かに感染したのか。	0
下痢がひどい・・・昨日食った海鮮丼があたったかも。	0
集団で下痢になったことを思い出す。怖い。	0
翻訳作業の進捗聞かれると頭痛がしてくる。相手は知ったこっちゃないだろうけど。	0
わざとらしい咳をしてるやつがいる。	0
家に帰ると、頭痛がする	0
今日の頭痛は本当にきついから薬が必要だ	0
風邪ひいたかな、鼻水が止まらない	1
おたふく風邪にかかっちゃった。	0
咳がひどい。手洗いうがいが大事だなあ。	0
部活の人インフルエンザ多すぎだよー	0
自分がまさか花粉症だとは思わなかったよ	1
風邪で頭がぼーっとしてる。休めるなら休みたいがこの時期休めず最悪だ。	0
わざとらしい咳をしている女性がいる。	0
宇宙の難しいことを考えると頭痛がしてきてまう。	0
頭痛に鼻風邪でだるい	1
ただの風邪なのに解熱剤までもらったんだが	0
寒いせいか下痢気味だ。仕事中に下さないことを祈るばかり。	0
帰宅したときから頭痛がやばい・・・	0
体だるい。バイトの面接前に風邪とは最悪だ。こりゃ参った。	0
高熱が出て咳が止まらない	0
朝起きたらお腹痛くて下ってる。下痢とかやばい。	0
私、おたふく風邪になったことがない！	0
鼻水出るけど熱は微妙だなぁ	1
あの人さ、痰が絡んだときわざとらしく咳払いするの本当にやめてほしいんだけど	0
花粉症対策ってあんまり効果ないみたいね。	0
咳が朝から出っぱなしで疲れるね。	0
痰が止まらないなあ。	0
だるいし風邪なんだけど休めない。	0
今日の満さん、鼻風邪やばくてつらそうだったね。あんな時くらい、休めばいいのに。	1
犬が大好きなんだけど、アレルギーで鼻水出ちゃうのよね。犬預かるの、嬉しいけど無理だー。	1
外出する時はインフルエンザの予防は忘れずに！	0
テレビで今年のインフルは熱があまり出ないって言ってるけど本当？	0
ひどい咳がずっと止まらなくて、昨日あたりから腹筋が痛い。	0
咳するときは手でおさえるのがエチケットでしょう。	0
熱だし鼻水だし。いきなりビックリして怖いわ	1
お腹が痛くて起きたら、下痢になっていた・・・。	0
昨日テレビでやってたガッテン流の花粉症療法って本当に効果あるんかね？	0
風で花粉が飛んでるから、花粉症が再発したわ。	1
誰かこの熱から助けてくれ。	0
咳を人に向けてやらないとか最低限のエチケットだろ。	0
花粉症に処方するめっちゃきく薬誰かつくってー！	1
鼻水が止まらないので熱でもあるのかと思ったけど、全然そんなことなかったわ。	1
痰に血が混じるのってヤバくない？	0
熱があるのに仕事に行かなきゃいけない社畜は辛い。取り敢えず今日を乗り越えたらゆっくり眠れるし、頑張ろう。	0
風邪でだるいし、今日行けるか微妙だな。	0
科学が良い薬を開発してくれたおかげで風邪をはじめとした病気が早く治るようになった。	0
最近、インフルが流行っているようだ。危機管理をしっかりしよう。	0
この季節はインフルの予防接種めんどうだけど行かなきゃ	0
いつの間にかインフルエンザが流行する季節になってしまった。すっかりワクチンを打つのを忘れてた。	0
熱だけど、特に問題なし	0
犬も鼻風邪ってひくのかな	0
英語で下痢って何だっけって帰国したばかりの祖母に聞いたらなぜか爆笑されたんだが。	0
風邪もりっぱな病気の１つ。	0
今年もインフルエンザが流行りだす前にワクチンを打とう。	0
病院で貰った花粉症処方箋効果ないんだけど	1
マスク装着、頭痛薬装備。	0
風邪は、すべての病気の原因です。	0
アトピーだと花粉症もつらいんだよー	1
インフルエンザにならないように体調管理しなきゃな。	0
最悪だー風邪ひいたー。頭がぼーっとする。	0
デング熱の感染についてテレビニュースで報道があった。	0
熱が出るのは生きてる証拠って誰か言ってた。	0
指数関数的に風邪患者が増えているらしい。	0
職場の女性がマスクもしないで咳ばかりしてる。怖いよ！	0
テレビでは感染しても熱はでないって言ってたけど。	0
くしゃみが止まらない。まさかこれが花粉症？	1
これ本当に花粉症に効果あんのかな。	1
花粉症で鼻水が止まらなくて鼻かみすぎて鼻が痛い。	1
なんかこれって風邪？鼻水と鼻づまりがやばいくらい止まらないんですけど。	1
最近、下痢ばっかで辛い。	0
咳が出る人はマスクするのがエチケットだよな。	0
今日下痢になって朝は何も食べられなくて、今お腹減りすぎてやばい。	0
微熱が出たから風邪かなって思ったら花粉症だった、花粉症でも熱出るって知らんかった	1
弁当を買ったら容器の熱が凄くてほっかほかにもほどがある。	0
やばい、頭痛がひどいから速攻寝る。	0
兄が部活でインフルうつされて爆笑！	0
ちょっと下痢気味だけど大丈夫だよね？	0
最近朝起きた時の頭痛が辛い。	0
まさか私も花粉症になっちゃった！？	1
咳くらいで休むのはゆとりだけだろ。どんなときでも仕事にでるのは大事だ。	0
頭痛ひどいし鼻水止まんないし今日は休むことにする。	1
兄がインフルエンザになった。	0
インフルで寝てたから背中が痛くてたまらん。だれかマッサージして。	0
直ぐに治る風邪薬、誰か開発して。	0
暑い季節になると、涼しい場所を求めて、どうしてもクーラーの設置してある部屋に行くんだけど、逆に冷房病になったりして、熱出しちゃダメだよね。	0
友達で一生懸命巫女のバイトしたら熱出した子いるんだけど、何か素質あるかもしれない	0
昨晩から、インフルエンザで高熱です。	0
頭痛で本当に仕事するのが苦痛じゃー。	0
最近微熱が続くからまさかと思ったら花粉症だった。	1
花粉症に効果があるという療法を試してみる。	1
檜の花粉症なめるなよ！	0
英語で下痢ってなんて言うんだろ	0
ちょっとお腹痛いとおもったら、やっぱり下痢になった。	0
咳のしすぎで腹筋が割れた。	0
病院でまさかの花粉症と告げられた！喉も痛むし、微熱も続くからただの風邪だと思っていたのに。まさか花粉症とは。	1
朝から頭痛がやばいので早く帰宅して風呂に入って寝る。	0
犬も鼻水たらすんだね。	0
花粉症に苦しんでるから、毎年対策を練りに練ってるんだけど今年も負け戦みたい。	1
頭痛の苦痛で休みが楽しめない。	0
頭痛がするからお風呂に入るのもだるい。	0
熱は下がったけど咳が止まらない。	0
嫁が熱出したんで、今日はコンビニ弁当	0
スペイン風邪とおたふくって、どっちもウイルスが原因らしい。特にスペイン風邪って、強い猛威を奮った病気らしいから、流行したら大変だろうな。	0
アトピーの人って花粉症もあるって人が多いらしいね。私は秋もつらいよ。	0
わざとらしい咳が得意である。	0
嫁は熱があるから弁当を作ってくれない。自分で作るのも微妙だから今日は外食にしようかな。	0
今年の新入社員がゆとりすぎるからか、咳しまくるのに何の対策もしてない。	0
薄着だから熱出すんだよと、センパイに着るようにと上着を渡された。優しいな。	0
頭痛対策、何かご存知でしたら教えて頂けないでしょうか。	0
甲高い音を聴くと頭に響いて頭痛が酷くなってくる。	0
ところで頭痛はまだきついですか、私さん？	0
今日インフルの手術じゃないただの注射なのにビビる	0
まさか自分が花粉症になるとは。鼻かみ過ぎて手が疲れる。	1
まさか、花粉症が再発？やだな。	1
頭痛の種は契約が更新してもらえるかどうかだな	0
インフルエンザワクチンって効果あるのかな・・・	0
インフル蔓延してて部活中止になった	0
風邪のやつの相手してたら、病気になった	0
今日、下痢で仕事にならない。	0
風邪でだるいけど仕事休めん。	0
咳がひどいので薬を飲む。	0
来春は花粉症患者が増えそうだ。	0
犬がぼくの鼻水を美味しそうに舐めます	1
犬と戯れていると鼻水が垂れてきた。	1
今年は早くも花粉症の症状が出始める。	1
朝起きるとやばいくらいの激しい頭痛がして、身体もだるい。こんなの久し振りだよ。	0
下痢という言葉をあまり使いたくない。	0
風呂に入ったら頭痛が大分良くなったなー。	0
英語って下痢ってなんて言うんだ？	0
最近色んな花粉症の治療法が出てきているが、本当に効果があるのだろうか。	0
あの女性の咳、いくらなんでもわざとらしいよね。	0
朝から頭痛で今日はもうだめです。	0
朝から激しい頭痛が止まらない。	0
お腹がちょっと痛いなと思っていたら、下痢した。	0
風邪といえば鼻づまりですよね。	0
蜂が花粉症だったら商売にならないね	0
鼻風邪を引いてしまった。	1
朝からちょっと下痢になっている。	0
下痢って、英語でなんだっけ	0
下痢って英語で何ていうんだっけ	0
インフルエンザで手術になることとかあるの？	0
